territori,tipus_de_territori,anys,preu_mitja_lloguer
el turo de la peira,barri,2016,552.1874667
el turo de la peira,barri,2017,615.5004298
el turo de la peira,barri,2018,676.5674211
el turo de la peira,barri,2019,697.247975
el turo de la peira,barri,2020,695.7023
el turo de la peira,barri,2021,682.9596709
el turo de la peira,barri,2022,725.695546
el turo de la peira,barri,2023,765.9689818
can peguera,barri,2000,NA
can peguera,barri,2001,NA
can peguera,barri,2002,NA
can peguera,barri,2003,NA
can peguera,barri,2004,NA
can peguera,barri,2005,NA
can peguera,barri,2006,NA
can peguera,barri,2007,NA
can peguera,barri,2008,NA
can peguera,barri,2009,NA
can peguera,barri,2010,NA
can peguera,barri,2011,NA
can peguera,barri,2012,NA
can peguera,barri,2013,NA
can peguera,barri,2014,221.1345455
can peguera,barri,2015,211.3545
can peguera,barri,2016,253.1033333
can peguera,barri,2017,417.8442857
can peguera,barri,2018,439.6328571
can peguera,barri,2019,419.4271429
can peguera,barri,2020,365.56
can peguera,barri,2021,NA
can peguera,barri,2022,NA
can peguera,barri,2023,NA
la guineueta,barri,2000,NA
la guineueta,barri,2001,NA
la guineueta,barri,2002,NA
la guineueta,barri,2003,NA
la guineueta,barri,2004,NA
la guineueta,barri,2005,NA
la guineueta,barri,2006,NA
la guineueta,barri,2007,NA
la guineueta,barri,2008,NA
la guineueta,barri,2009,NA
la guineueta,barri,2010,NA
la guineueta,barri,2011,NA
la guineueta,barri,2012,NA
la guineueta,barri,2013,NA
la guineueta,barri,2014,614.5638397
la guineueta,barri,2015,562.8057
la guineueta,barri,2016,623.3563485
la guineueta,barri,2017,650.052892
la guineueta,barri,2018,714.8649563
la guineueta,barri,2019,744.15592590000006
la guineueta,barri,2020,737.8933203
la guineueta,barri,2021,678.3724815
la guineueta,barri,2022,760.6973564
la guineueta,barri,2023,843.2267857
canyelles,barri,2000,NA
canyelles,barri,2001,NA
canyelles,barri,2002,NA
canyelles,barri,2003,NA
canyelles,barri,2004,NA
canyelles,barri,2005,NA
canyelles,barri,2006,NA
canyelles,barri,2007,NA
canyelles,barri,2008,NA
canyelles,barri,2009,NA
canyelles,barri,2010,NA
canyelles,barri,2011,NA
canyelles,barri,2012,NA
canyelles,barri,2013,NA
canyelles,barri,2014,536.4102564
canyelles,barri,2015,563.9629
canyelles,barri,2016,625.6126316
canyelles,barri,2017,680.5638298
canyelles,barri,2018,716.5523529
canyelles,barri,2019,752.082549
canyelles,barri,2020,769.1727778
canyelles,barri,2021,746.7689744
canyelles,barri,2022,803.39775
canyelles,barri,2023,832.4651163
les roquetes,barri,2000,NA
les roquetes,barri,2001,NA
les roquetes,barri,2002,NA
les roquetes,barri,2003,NA
les roquetes,barri,2004,NA
les roquetes,barri,2005,NA
les roquetes,barri,2006,NA
les roquetes,barri,2007,NA
les roquetes,barri,2008,NA
les roquetes,barri,2009,NA
les roquetes,barri,2010,NA
les roquetes,barri,2011,NA
les roquetes,barri,2012,NA
les roquetes,barri,2013,NA
les roquetes,barri,2014,450.7590809
les roquetes,barri,2015,463.7288
les roquetes,barri,2016,489.5453788
les roquetes,barri,2017,533.3856842
les roquetes,barri,2018,602.0825926
les roquetes,barri,2019,621.170969
les roquetes,barri,2020,638.8255204
les roquetes,barri,2021,622.5756757
les roquetes,barri,2022,666.3852941
les roquetes,barri,2023,734.2964251
verdun,barri,2000,NA
verdun,barri,2001,NA
verdun,barri,2002,NA
verdun,barri,2003,NA
verdun,barri,2004,NA
verdun,barri,2005,NA
verdun,barri,2006,NA
verdun,barri,2007,NA
verdun,barri,2008,NA
verdun,barri,2009,NA
verdun,barri,2010,NA
verdun,barri,2011,NA
verdun,barri,2012,NA
verdun,barri,2013,NA
verdun,barri,2014,487.8771552
verdun,barri,2015,470.3987
verdun,barri,2016,533.3325862
verdun,barri,2017,591.6595021
verdun,barri,2018,630.6390068
verdun,barri,2019,663.3959233
verdun,barri,2020,660.4336406
verdun,barri,2021,647.9970085
verdun,barri,2022,645.2533088
verdun,barri,2023,753.3489252
la prosperitat,barri,2000,NA
la prosperitat,barri,2001,NA
la prosperitat,barri,2002,NA
la prosperitat,barri,2003,NA
la prosperitat,barri,2004,NA
la prosperitat,barri,2005,NA
la prosperitat,barri,2006,NA
la prosperitat,barri,2007,NA
la prosperitat,barri,2008,NA
la prosperitat,barri,2009,NA
la prosperitat,barri,2010,NA
la prosperitat,barri,2011,NA
la prosperitat,barri,2012,NA
la prosperitat,barri,2013,NA
la prosperitat,barri,2014,504.8563747
la prosperitat,barri,2015,530.2575
la prosperitat,barri,2016,562.3038266
la prosperitat,barri,2017,628.1126489
la prosperitat,barri,2018,665.5909786
la prosperitat,barri,2019,684.4005766
la prosperitat,barri,2020,700.8780909
la prosperitat,barri,2021,676.4846139
la prosperitat,barri,2022,725.3966944
la prosperitat,barri,2023,784.9111809
la trinitat nova,barri,2000,NA
la trinitat nova,barri,2001,NA
la trinitat nova,barri,2002,NA
la trinitat nova,barri,2003,NA
la trinitat nova,barri,2004,NA
la trinitat nova,barri,2005,NA
la trinitat nova,barri,2006,NA
la trinitat nova,barri,2007,NA
la trinitat nova,barri,2008,NA
la trinitat nova,barri,2009,NA
la trinitat nova,barri,2010,NA
la trinitat nova,barri,2011,NA
la trinitat nova,barri,2012,NA
la trinitat nova,barri,2013,NA
la trinitat nova,barri,2014,434.4228226
la trinitat nova,barri,2015,448.318
la trinitat nova,barri,2016,431.1033621
la trinitat nova,barri,2017,541.4829752
la trinitat nova,barri,2018,580.84608
la trinitat nova,barri,2019,606.7331034
la trinitat nova,barri,2020,586.5737805
la trinitat nova,barri,2021,594.6536641
la trinitat nova,barri,2022,628.7737097
la trinitat nova,barri,2023,657.3862766
torre baro,barri,2000,NA
torre baro,barri,2001,NA
torre baro,barri,2002,NA
torre baro,barri,2003,NA
torre baro,barri,2004,NA
torre baro,barri,2005,NA
torre baro,barri,2006,NA
torre baro,barri,2007,NA
torre baro,barri,2008,NA
torre baro,barri,2009,NA
torre baro,barri,2010,NA
torre baro,barri,2011,NA
torre baro,barri,2012,NA
torre baro,barri,2013,NA
torre baro,barri,2014,334.4575
torre baro,barri,2015,404.92380000000003
torre baro,barri,2016,412.6013793
torre baro,barri,2017,425.638
torre baro,barri,2018,512.4880952
torre baro,barri,2019,471.76
torre baro,barri,2020,525.894375
torre baro,barri,2021,538.1285714
torre baro,barri,2022,553.4666667
torre baro,barri,2023,494.6825
ciutat meridiana,barri,2000,NA
ciutat meridiana,barri,2001,NA
ciutat meridiana,barri,2002,NA
ciutat meridiana,barri,2003,NA
ciutat meridiana,barri,2004,NA
ciutat meridiana,barri,2005,NA
ciutat meridiana,barri,2006,NA
ciutat meridiana,barri,2007,NA
ciutat meridiana,barri,2008,NA
ciutat meridiana,barri,2009,NA
ciutat meridiana,barri,2010,NA
ciutat meridiana,barri,2011,NA
ciutat meridiana,barri,2012,NA
ciutat meridiana,barri,2013,NA
ciutat meridiana,barri,2014,372.8463699
ciutat meridiana,barri,2015,396.4313
ciutat meridiana,barri,2016,402.6346721
ciutat meridiana,barri,2017,435.3569291
ciutat meridiana,barri,2018,506.4366197
ciutat meridiana,barri,2019,562.0823016
ciutat meridiana,barri,2020,539.4243478
ciutat meridiana,barri,2021,526.9530435
ciutat meridiana,barri,2022,563.8839423
ciutat meridiana,barri,2023,611.7125664
vallbona,barri,2000,NA
vallbona,barri,2001,NA
vallbona,barri,2002,NA
vallbona,barri,2003,NA
vallbona,barri,2004,NA
vallbona,barri,2005,NA
vallbona,barri,2006,NA
vallbona,barri,2007,NA
vallbona,barri,2008,NA
vallbona,barri,2009,NA
vallbona,barri,2010,NA
vallbona,barri,2011,NA
vallbona,barri,2012,NA
vallbona,barri,2013,NA
vallbona,barri,2014,281.70875
vallbona,barri,2015,415.0842
vallbona,barri,2016,469.73125
vallbona,barri,2017,476.434375
vallbona,barri,2018,613.8571429
vallbona,barri,2019,581.9690909
vallbona,barri,2020,584.0644444
vallbona,barri,2021,517.8942857
vallbona,barri,2022,616.18
vallbona,barri,2023,NA
sant andreu,districte,2000,339.4942513
sant andreu,districte,2001,385.0425804
sant andreu,districte,2002,431.4420828
sant andreu,districte,2003,462.2526254
sant andreu,districte,2004,508.3495434
sant andreu,districte,2005,569.4025914
sant andreu,districte,2006,601.7221109
sant andreu,districte,2007,675.821076
sant andreu,districte,2008,723.90388
sant andreu,districte,2009,707.2339709
sant andreu,districte,2010,672.7344634
sant andreu,districte,2011,658.3704602
sant andreu,districte,2012,626.8252541
sant andreu,districte,2013,578.501785
sant andreu,districte,2014,575.1606003
sant andreu,districte,2015,610.9954
sant andreu,districte,2016,644.9080123
sant andreu,districte,2017,705.6614185
sant andreu,districte,2018,762.7112329
sant andreu,districte,2019,796.311279
sant andreu,districte,2020,797.8238361
sant andreu,districte,2021,764.0699555
sant andreu,districte,2022,829.3844072
sant andreu,districte,2023,910.3581414
la trinitat vella,barri,2000,NA
la trinitat vella,barri,2001,NA
la trinitat vella,barri,2002,NA
la trinitat vella,barri,2003,NA
la trinitat vella,barri,2004,NA
la trinitat vella,barri,2005,NA
la trinitat vella,barri,2006,NA
la trinitat vella,barri,2007,NA
la trinitat vella,barri,2008,NA
la trinitat vella,barri,2009,NA
la trinitat vella,barri,2010,NA
la trinitat vella,barri,2011,NA
la trinitat vella,barri,2012,NA
la trinitat vella,barri,2013,NA
la trinitat vella,barri,2014,422.9084337
la trinitat vella,barri,2015,441.4759
la trinitat vella,barri,2016,479.2873457
la trinitat vella,barri,2017,497.595977
la trinitat vella,barri,2018,586.4762644
la trinitat vella,barri,2019,602.8755063
la trinitat vella,barri,2020,639.6822388
la trinitat vella,barri,2021,606.897006
la trinitat vella,barri,2022,646.4586
la trinitat vella,barri,2023,714.3222047
baro de viver,barri,2000,NA
baro de viver,barri,2001,NA
baro de viver,barri,2002,NA
baro de viver,barri,2003,NA
baro de viver,barri,2004,NA
baro de viver,barri,2005,NA
baro de viver,barri,2006,NA
baro de viver,barri,2007,NA
baro de viver,barri,2008,NA
baro de viver,barri,2009,NA
baro de viver,barri,2010,NA
baro de viver,barri,2011,NA
baro de viver,barri,2012,NA
baro de viver,barri,2013,NA
baro de viver,barri,2014,241.1460714
baro de viver,barri,2015,287.3904
baro de viver,barri,2016,216.4122222
baro de viver,barri,2017,458.3736364
baro de viver,barri,2018,621.0125
baro de viver,barri,2019,486.2
baro de viver,barri,2020,581.9007692
baro de viver,barri,2021,556.6922222
baro de viver,barri,2022,615.9785714
baro de viver,barri,2023,699.5
el bon pastor,barri,2000,NA
el bon pastor,barri,2001,NA
el bon pastor,barri,2002,NA
el bon pastor,barri,2003,NA
el bon pastor,barri,2004,NA
el bon pastor,barri,2005,NA
el bon pastor,barri,2006,NA
el bon pastor,barri,2007,NA
el bon pastor,barri,2008,NA
el bon pastor,barri,2009,NA
el bon pastor,barri,2010,NA
el bon pastor,barri,2011,NA
el bon pastor,barri,2012,NA
el bon pastor,barri,2013,NA
el bon pastor,barri,2014,496.5816352
el bon pastor,barri,2015,537.285
el bon pastor,barri,2016,540.409434
el bon pastor,barri,2017,627.4538922
el bon pastor,barri,2018,682.8121081
el bon pastor,barri,2019,685.5717722
el bon pastor,barri,2020,726.6124138
el bon pastor,barri,2021,683.3613333
el bon pastor,barri,2022,741.0650307
el bon pastor,barri,2023,724.8874033
sant andreu,barri,2000,NA
sant andreu,barri,2001,NA
sant andreu,barri,2002,NA
sant andreu,barri,2003,NA
sant andreu,barri,2004,NA
sant andreu,barri,2005,NA
sant andreu,barri,2006,NA
sant andreu,barri,2007,NA
sant andreu,barri,2008,NA
sant andreu,barri,2009,NA
sant andreu,barri,2010,NA
sant andreu,barri,2011,NA
sant andreu,barri,2012,NA
sant andreu,barri,2013,NA
sant andreu,barri,2014,576.5961561
sant andreu,barri,2015,613.3408
sant andreu,barri,2016,658.6002393
sant andreu,barri,2017,733.9369982
sant andreu,barri,2018,764.8271845
sant andreu,barri,2019,805.2883029
sant andreu,barri,2020,810.0348971
sant andreu,barri,2021,766.6468481
sant andreu,barri,2022,821.2315851
sant andreu,barri,2023,910.9734604
la sagrera,barri,2000,NA
la sagrera,barri,2001,NA
la sagrera,barri,2002,NA
la sagrera,barri,2003,NA
la sagrera,barri,2004,NA
la sagrera,barri,2005,NA
la sagrera,barri,2006,NA
la sagrera,barri,2007,NA
la sagrera,barri,2008,NA
la sagrera,barri,2009,NA
la sagrera,barri,2010,NA
la sagrera,barri,2011,NA
la sagrera,barri,2012,NA
la sagrera,barri,2013,NA
la sagrera,barri,2014,607.0366181
la sagrera,barri,2015,636.6046
la sagrera,barri,2016,665.5900561
la sagrera,barri,2017,667.5553662
la sagrera,barri,2018,780.8934322
la sagrera,barri,2019,817.3483143
la sagrera,barri,2020,783.8934012
la sagrera,barri,2021,768.2925547
la sagrera,barri,2022,865.5268377
la sagrera,barri,2023,968.2132668
el congres i els indians,barri,2000,NA
el congres i els indians,barri,2001,NA
el congres i els indians,barri,2002,NA
el congres i els indians,barri,2003,NA
el congres i els indians,barri,2004,NA
el congres i els indians,barri,2005,NA
el congres i els indians,barri,2006,NA
el congres i els indians,barri,2007,NA
el congres i els indians,barri,2008,NA
el congres i els indians,barri,2009,NA
el congres i els indians,barri,2010,NA
el congres i els indians,barri,2011,NA
el congres i els indians,barri,2012,NA
el congres i els indians,barri,2013,NA
el congres i els indians,barri,2014,583.6716197
el congres i els indians,barri,2015,610.9423
el congres i els indians,barri,2016,649.6660759
el congres i els indians,barri,2017,730.8398706
el congres i els indians,barri,2018,774.3822888
el congres i els indians,barri,2019,793.4272256
el congres i els indians,barri,2020,804.9496212
el congres i els indians,barri,2021,775.4596491
el congres i els indians,barri,2022,830.6476774
el congres i els indians,barri,2023,924.3830894
navas,barri,2000,NA
navas,barri,2001,NA
navas,barri,2002,NA
navas,barri,2003,NA
navas,barri,2004,NA
navas,barri,2005,NA
navas,barri,2006,NA
navas,barri,2007,NA
navas,barri,2008,NA
navas,barri,2009,NA
navas,barri,2010,NA
navas,barri,2011,NA
navas,barri,2012,NA
navas,barri,2013,NA
navas,barri,2014,623.7837931
navas,barri,2015,672.0169
navas,barri,2016,714.0982574
navas,barri,2017,777.6361597
navas,barri,2018,813.2279218
navas,barri,2019,853.3606183
navas,barri,2020,864.0718282
navas,barri,2021,820.304606
navas,barri,2022,884.213178
navas,barri,2023,974.3143523
sant marti,districte,2000,341.6500211
sant marti,districte,2001,398.1173367
sant marti,districte,2002,467.7149255
sant marti,districte,2003,484.7596144
sant marti,districte,2004,531.9114228
sant marti,districte,2005,605.9312505
sant marti,districte,2006,682.0566245
sant marti,districte,2007,730.6151334
sant marti,districte,2008,770.162601
sant marti,districte,2009,738.2563314
sant marti,districte,2010,727.5044313
sant marti,districte,2011,705.3873781
sant marti,districte,2012,673.6015591
sant marti,districte,2013,637.3891633
sant marti,districte,2014,640.8130374
sant marti,districte,2015,700.5647
sant marti,districte,2016,771.4093792
sant marti,districte,2017,842.3285328
sant marti,districte,2018,884.5073145
sant marti,districte,2019,941.7123886
sant marti,districte,2020,929.907692
sant marti,districte,2021,888.3388604
sant marti,districte,2022,1000.156429
sant marti,districte,2023,1101.75201
el camp de l'arpa del clot,barri,2000,NA
el camp de l'arpa del clot,barri,2001,NA
el camp de l'arpa del clot,barri,2002,NA
el camp de l'arpa del clot,barri,2003,NA
el camp de l'arpa del clot,barri,2004,NA
el camp de l'arpa del clot,barri,2005,NA
el camp de l'arpa del clot,barri,2006,NA
el camp de l'arpa del clot,barri,2007,NA
el camp de l'arpa del clot,barri,2008,NA
el camp de l'arpa del clot,barri,2009,NA
el camp de l'arpa del clot,barri,2010,NA
el camp de l'arpa del clot,barri,2011,NA
el camp de l'arpa del clot,barri,2012,NA
el camp de l'arpa del clot,barri,2013,NA
el camp de l'arpa del clot,barri,2014,598.8184325
el camp de l'arpa del clot,barri,2015,644.0061
el camp de l'arpa del clot,barri,2016,697.985677
el camp de l'arpa del clot,barri,2017,778.1369169
el camp de l'arpa del clot,barri,2018,818.6601073
el camp de l'arpa del clot,barri,2019,855.9956912
el camp de l'arpa del clot,barri,2020,862.8269728
el camp de l'arpa del clot,barri,2021,820.0235754
el camp de l'arpa del clot,barri,2022,894.079511
el camp de l'arpa del clot,barri,2023,982.4771365
el clot,barri,2000,NA
el clot,barri,2001,NA
el clot,barri,2002,NA
el clot,barri,2003,NA
el clot,barri,2004,NA
el clot,barri,2005,NA
el clot,barri,2006,NA
el clot,barri,2007,NA
el clot,barri,2008,NA
el clot,barri,2009,NA
el clot,barri,2010,NA
el clot,barri,2011,NA
el clot,barri,2012,NA
el clot,barri,2013,NA
el clot,barri,2014,624.8444062
el clot,barri,2015,651.5979
el clot,barri,2016,695.5451048
el clot,barri,2017,767.5081994
el clot,barri,2018,808.9029444
el clot,barri,2019,856.5420833
el clot,barri,2020,872.0920572
el clot,barri,2021,825.6741088
el clot,barri,2022,904.0623156
el clot,barri,2023,1031.800823
el parc i la llacuna del poblenou,barri,2000,NA
el parc i la llacuna del poblenou,barri,2001,NA
el parc i la llacuna del poblenou,barri,2002,NA
el parc i la llacuna del poblenou,barri,2003,NA
el parc i la llacuna del poblenou,barri,2004,NA
el parc i la llacuna del poblenou,barri,2005,NA
el parc i la llacuna del poblenou,barri,2006,NA
el parc i la llacuna del poblenou,barri,2007,NA
el parc i la llacuna del poblenou,barri,2008,NA
el parc i la llacuna del poblenou,barri,2009,NA
el parc i la llacuna del poblenou,barri,2010,NA
el parc i la llacuna del poblenou,barri,2011,NA
el parc i la llacuna del poblenou,barri,2012,NA
el parc i la llacuna del poblenou,barri,2013,NA
el parc i la llacuna del poblenou,barri,2014,693.7176721
el parc i la llacuna del poblenou,barri,2015,748.8468
el parc i la llacuna del poblenou,barri,2016,823.601521
el parc i la llacuna del poblenou,barri,2017,893.6719022
el parc i la llacuna del poblenou,barri,2018,995.2195844
el parc i la llacuna del poblenou,barri,2019,1014.72446
el parc i la llacuna del poblenou,barri,2020,974.3197377
el parc i la llacuna del poblenou,barri,2021,972.1186788
el parc i la llacuna del poblenou,barri,2022,1150.17216
el parc i la llacuna del poblenou,barri,2023,1238.068984
la vila olimpica del poblenou,barri,2000,NA
la vila olimpica del poblenou,barri,2001,NA
la vila olimpica del poblenou,barri,2002,NA
la vila olimpica del poblenou,barri,2003,NA
la vila olimpica del poblenou,barri,2004,NA
la vila olimpica del poblenou,barri,2005,NA
la vila olimpica del poblenou,barri,2006,NA
la vila olimpica del poblenou,barri,2007,NA
la vila olimpica del poblenou,barri,2008,NA
la vila olimpica del poblenou,barri,2009,NA
la vila olimpica del poblenou,barri,2010,NA
la vila olimpica del poblenou,barri,2011,NA
la vila olimpica del poblenou,barri,2012,NA
la vila olimpica del poblenou,barri,2013,NA
la vila olimpica del poblenou,barri,2014,1003.237908
la vila olimpica del poblenou,barri,2015,1104.4784
la vila olimpica del poblenou,barri,2016,1184.043699
la vila olimpica del poblenou,barri,2017,1259.703333
la vila olimpica del poblenou,barri,2018,1284.429063
la vila olimpica del poblenou,barri,2019,1361.651667
la vila olimpica del poblenou,barri,2020,1376.593039
la vila olimpica del poblenou,barri,2021,1308.926654
la vila olimpica del poblenou,barri,2022,1426.272692
la vila olimpica del poblenou,barri,2023,1495.547229
el poblenou,barri,2000,NA
el poblenou,barri,2001,NA
el poblenou,barri,2002,NA
el poblenou,barri,2003,NA
el poblenou,barri,2004,NA
el poblenou,barri,2005,NA
el poblenou,barri,2006,NA
el poblenou,barri,2007,NA
el poblenou,barri,2008,NA
el poblenou,barri,2009,NA
el poblenou,barri,2010,NA
el poblenou,barri,2011,NA
el poblenou,barri,2012,NA
el poblenou,barri,2013,NA
el poblenou,barri,2014,654.3478873
el poblenou,barri,2015,735.0407
el poblenou,barri,2016,794.1109178
el poblenou,barri,2017,900.2204111
el poblenou,barri,2018,961.7319869
el poblenou,barri,2019,1004.723491
el poblenou,barri,2020,1002.820024
el poblenou,barri,2021,945.8589784
el poblenou,barri,2022,1079.906542
el poblenou,barri,2023,1172.834288
diagonal mar i el front maritim del poblenou,barri,2000,NA
diagonal mar i el front maritim del poblenou,barri,2001,NA
diagonal mar i el front maritim del poblenou,barri,2002,NA
diagonal mar i el front maritim del poblenou,barri,2003,NA
diagonal mar i el front maritim del poblenou,barri,2004,NA
diagonal mar i el front maritim del poblenou,barri,2005,NA
diagonal mar i el front maritim del poblenou,barri,2006,NA
diagonal mar i el front maritim del poblenou,barri,2007,NA
diagonal mar i el front maritim del poblenou,barri,2008,NA
diagonal mar i el front maritim del poblenou,barri,2009,NA
diagonal mar i el front maritim del poblenou,barri,2010,NA
diagonal mar i el front maritim del poblenou,barri,2011,NA
diagonal mar i el front maritim del poblenou,barri,2012,NA
diagonal mar i el front maritim del poblenou,barri,2013,NA
diagonal mar i el front maritim del poblenou,barri,2014,892.0334066
diagonal mar i el front maritim del poblenou,barri,2015,1059.7525
diagonal mar i el front maritim del poblenou,barri,2016,1124.803264
diagonal mar i el front maritim del poblenou,barri,2017,1092.06297
diagonal mar i el front maritim del poblenou,barri,2018,1085.343584
diagonal mar i el front maritim del poblenou,barri,2019,1372.3819
diagonal mar i el front maritim del poblenou,barri,2020,1171.574063
diagonal mar i el front maritim del poblenou,barri,2021,1045.178222
diagonal mar i el front maritim del poblenou,barri,2022,1247.496678
diagonal mar i el front maritim del poblenou,barri,2023,1325.184472
el besos i el maresme,barri,2000,NA
el besos i el maresme,barri,2001,NA
el besos i el maresme,barri,2002,NA
el besos i el maresme,barri,2003,NA
el besos i el maresme,barri,2004,NA
el besos i el maresme,barri,2005,NA
el besos i el maresme,barri,2006,NA
el besos i el maresme,barri,2007,NA
el besos i el maresme,barri,2008,NA
el besos i el maresme,barri,2009,NA
el besos i el maresme,barri,2010,NA
el besos i el maresme,barri,2011,NA
el besos i el maresme,barri,2012,NA
el besos i el maresme,barri,2013,NA
el besos i el maresme,barri,2014,477.0597983
el besos i el maresme,barri,2015,506.7127
el besos i el maresme,barri,2016,541.2450199
el besos i el maresme,barri,2017,613.0312429
el besos i el maresme,barri,2018,685.5638038
el besos i el maresme,barri,2019,738.0800471
el besos i el maresme,barri,2020,752.3805397
el besos i el maresme,barri,2021,710.3685644
el besos i el maresme,barri,2022,778.6687302
el besos i el maresme,barri,2023,779.6647664
provencals del poblenou,barri,2000,NA
provencals del poblenou,barri,2001,NA
provencals del poblenou,barri,2002,NA
provencals del poblenou,barri,2003,NA
provencals del poblenou,barri,2004,NA
provencals del poblenou,barri,2005,NA
provencals del poblenou,barri,2006,NA
provencals del poblenou,barri,2007,NA
provencals del poblenou,barri,2008,NA
provencals del poblenou,barri,2009,NA
provencals del poblenou,barri,2010,NA
provencals del poblenou,barri,2011,NA
provencals del poblenou,barri,2012,NA
provencals del poblenou,barri,2013,NA
provencals del poblenou,barri,2014,639.5526557
provencals del poblenou,barri,2015,661.3788
provencals del poblenou,barri,2016,839.8025414
provencals del poblenou,barri,2017,932.0159016
provencals del poblenou,barri,2018,948.796435
provencals del poblenou,barri,2019,982.0265311
provencals del poblenou,barri,2020,957.5181638
provencals del poblenou,barri,2021,949.6803769
provencals del poblenou,barri,2022,1024.300977
provencals del poblenou,barri,2023,1161.242259
sant marti de provencals,barri,2000,NA
sant marti de provencals,barri,2001,NA
sant marti de provencals,barri,2002,NA
sant marti de provencals,barri,2003,NA
sant marti de provencals,barri,2004,NA
sant marti de provencals,barri,2005,NA
sant marti de provencals,barri,2006,NA
sant marti de provencals,barri,2007,NA
sant marti de provencals,barri,2008,NA
sant marti de provencals,barri,2009,NA
sant marti de provencals,barri,2010,NA
sant marti de provencals,barri,2011,NA
sant marti de provencals,barri,2012,NA
sant marti de provencals,barri,2013,NA
sant marti de provencals,barri,2014,633.7751105
sant marti de provencals,barri,2015,673.9204
sant marti de provencals,barri,2016,700.7487533
sant marti de provencals,barri,2017,765.2230617
sant marti de provencals,barri,2018,792.682428
sant marti de provencals,barri,2019,837.5785439
sant marti de provencals,barri,2020,832.089033
sant marti de provencals,barri,2021,806.8240434
sant marti de provencals,barri,2022,987.5464516
sant marti de provencals,barri,2023,974.2408209
la verneda i la pau,barri,2000,NA
la verneda i la pau,barri,2001,NA
la verneda i la pau,barri,2002,NA
la verneda i la pau,barri,2003,NA
la verneda i la pau,barri,2004,NA
la verneda i la pau,barri,2005,NA
la verneda i la pau,barri,2006,NA
la verneda i la pau,barri,2007,NA
la verneda i la pau,barri,2008,NA
la verneda i la pau,barri,2009,NA
la verneda i la pau,barri,2010,NA
la verneda i la pau,barri,2011,NA
la verneda i la pau,barri,2012,NA
la verneda i la pau,barri,2013,NA
la verneda i la pau,barri,2014,565.4674763
la verneda i la pau,barri,2015,610.7191
la verneda i la pau,barri,2016,605.5592079
la verneda i la pau,barri,2017,688.6279625
la verneda i la pau,barri,2018,740.9246997
la verneda i la pau,barri,2019,778.4109138
la verneda i la pau,barri,2020,771.1526364
la verneda i la pau,barri,2021,743.7067546
la verneda i la pau,barri,2022,931.4165104
la verneda i la pau,barri,2023,1064.226277
